City,Crime_Description,Victim_Age,Victim_Gender,Weapon_Used,Case_Closed
Delhi,SEXUAL ASSAULT,66,F,Knife,Yes
Ahmedabad,ROBBERY,26,F,Other,No
Mumbai,FRAUD,67,F,Poison,Yes
Hyderabad,DRUG OFFENSE,31,F,Knife,No
Lucknow,COUNTERFEITING,63,M,Firearm,Yes
Hyderabad,BURGLARY,53,F,Explosives,Yes
Ahmedabad,VEHICLE - STOLEN,37,M,Other,No
Mumbai,DRUG OFFENSE,35,M,Other,No
Delhi,FRAUD,14,F,Blunt Object,Yes
Mumbai,ASSAULT,49,M,Poison,No
Pune,FRAUD,18,F,Knife,Yes
Delhi,HOMICIDE,61,F,Knife,Yes
Mumbai,ROBBERY,68,F,Explosives,No
Delhi,HOMICIDE,70,F,Knife,No
Ghaziabad,ROBBERY,59,M,Poison,No
Delhi,TRAFFIC VIOLATION,33,F,None,Yes
Visakhapatnam,KIDNAPPING,60,F,Knife,No
Chennai,SEXUAL ASSAULT,56,F,Poison,No
Jaipur,IDENTITY THEFT,28,F,Blunt Object,No
Bangalore,PUBLIC INTOXICATION,29,F,Firearm,Yes
Lucknow,IDENTITY THEFT,58,M,Firearm,No
Delhi,SHOPLIFTING,11,M,Blunt Object,Yes
Delhi,EXTORTION,16,M,Blunt Object,No
Chennai,EXTORTION,25,F,None,No
Delhi,FIREARM OFFENSE,49,F,Poison,No
Kolkata,TRAFFIC VIOLATION,66,F,None,No
Delhi,VEHICLE - STOLEN,36,F,None,Yes
Kanpur,PUBLIC INTOXICATION,55,F,Poison,No
Agra,FRAUD,24,M,Poison,No
Jaipur,CYBERCRIME,39,F,Blunt Object,No
Delhi,VEHICLE - STOLEN,76,F,Other,No
Delhi,ILLEGAL POSSESSION,75,F,None,No
Surat,TRAFFIC VIOLATION,69,F,Firearm,Yes
Delhi,COUNTERFEITING,73,M,None,No
Indore,ROBBERY,32,M,Knife,No
Nagpur,PUBLIC INTOXICATION,63,F,Poison,No
Surat,TRAFFIC VIOLATION,67,F,Explosives,No
Hyderabad,DRUG OFFENSE,45,M,Firearm,Yes
Visakhapatnam,IDENTITY THEFT,68,F,Knife,Yes
Ludhiana,COUNTERFEITING,78,M,Blunt Object,No
Hyderabad,SHOPLIFTING,30,M,None,Yes
Agra,EXTORTION,28,F,None,Yes
Delhi,FRAUD,60,F,Blunt Object,Yes
Ludhiana,PUBLIC INTOXICATION,74,F,None,Yes
Srinagar,FIREARM OFFENSE,61,M,None,Yes
Delhi,KIDNAPPING,34,F,Firearm,No
Visakhapatnam,TRAFFIC VIOLATION,40,M,Blunt Object,Yes
Srinagar,IDENTITY THEFT,70,F,Knife,No
Delhi,VANDALISM,32,F,None,No
Nagpur,COUNTERFEITING,77,M,Blunt Object,No
Delhi,TRAFFIC VIOLATION,69,M,Explosives,No
Ghaziabad,COUNTERFEITING,41,M,None,Yes
Pune,BURGLARY,32,M,None,Yes
Mumbai,ARSON,35,F,Knife,No
Bangalore,ILLEGAL POSSESSION,79,M,Poison,Yes
Jaipur,PUBLIC INTOXICATION,61,F,Poison,No
Chennai,COUNTERFEITING,42,F,Other,Yes
Delhi,ARSON,63,F,Firearm,Yes
Kolkata,BURGLARY,47,M,Other,Yes
Surat,EXTORTION,26,F,Blunt Object,Yes
Delhi,SHOPLIFTING,35,F,Knife,Yes
Pune,COUNTERFEITING,42,F,Knife,Yes
Bangalore,SEXUAL ASSAULT,23,F,Explosives,No
Varanasi,SHOPLIFTING,13,F,Other,No
Visakhapatnam,BURGLARY,53,M,Explosives,No
Ahmedabad,TRAFFIC VIOLATION,40,F,Blunt Object,Yes
Kolkata,DRUG OFFENSE,67,M,Other,Yes
Delhi,BURGLARY,55,F,Other,No
Agra,EXTORTION,61,M,Firearm,No
Mumbai,SHOPLIFTING,37,F,Poison,No
Kalyan,ILLEGAL POSSESSION,78,F,Explosives,Yes
Surat,CYBERCRIME,55,M,Poison,No
Delhi,CYBERCRIME,19,F,None,No
Patna,SHOPLIFTING,63,M,Poison,Yes
Delhi,HOMICIDE,30,M,Knife,No
Mumbai,SHOPLIFTING,27,M,Firearm,No
Kolkata,TRAFFIC VIOLATION,78,F,Firearm,Yes
Bangalore,VANDALISM,75,M,Firearm,Yes
Mumbai,BURGLARY,69,F,Knife,Yes
Mumbai,KIDNAPPING,36,M,Knife,Yes
Delhi,ILLEGAL POSSESSION,17,F,Poison,No
Pune,FRAUD,57,F,Poison,No
Pune,COUNTERFEITING,73,F,Explosives,No
Delhi,ASSAULT,59,M,None,Yes
Chennai,FIREARM OFFENSE,60,M,None,Yes
Nashik,CYBERCRIME,52,M,Knife,Yes
Mumbai,TRAFFIC VIOLATION,16,F,Poison,No
Mumbai,VANDALISM,78,F,Poison,No
Pune,BURGLARY,14,M,Poison,No
Ahmedabad,KIDNAPPING,33,M,Other,No
Chennai,PUBLIC INTOXICATION,46,F,Blunt Object,No
Kolkata,VEHICLE - STOLEN,64,F,Other,No
Pune,VEHICLE - STOLEN,30,F,Blunt Object,Yes
Jaipur,FRAUD,11,F,Poison,Yes
Bangalore,ILLEGAL POSSESSION,64,F,Other,Yes
Kolkata,PUBLIC INTOXICATION,10,M,Knife,No
Bangalore,DRUG OFFENSE,61,F,Explosives,No
Bangalore,ARSON,32,M,Other,Yes
Mumbai,ROBBERY,46,M,None,No
Kolkata,ARSON,18,M,Explosives,No
Bhopal,DRUG OFFENSE,29,F,None,No
Hyderabad,TRAFFIC VIOLATION,37,F,Blunt Object,No
Chennai,KIDNAPPING,18,M,Firearm,No
Delhi,DOMESTIC VIOLENCE,11,F,Blunt Object,No
Delhi,ILLEGAL POSSESSION,26,M,Knife,Yes
Kolkata,IDENTITY THEFT,62,M,Poison,Yes
Nagpur,EXTORTION,27,F,Other,Yes
Bangalore,ILLEGAL POSSESSION,37,F,Explosives,Yes
Hyderabad,SHOPLIFTING,46,M,Explosives,Yes
Hyderabad,FIREARM OFFENSE,24,F,Knife,Yes
Varanasi,FIREARM OFFENSE,45,M,Knife,Yes
Mumbai,ASSAULT,75,F,Poison,Yes
Pune,VANDALISM,58,F,Poison,Yes
Kolkata,FIREARM OFFENSE,69,F,Explosives,No
Kolkata,SHOPLIFTING,23,F,Firearm,No
Delhi,ASSAULT,53,F,None,Yes
Hyderabad,TRAFFIC VIOLATION,67,M,Other,Yes
Hyderabad,CYBERCRIME,21,M,Explosives,Yes
Mumbai,IDENTITY THEFT,62,M,Explosives,No
Pune,FIREARM OFFENSE,52,F,Poison,Yes
Pune,VANDALISM,63,M,Other,Yes
Bangalore,SHOPLIFTING,51,F,Explosives,No
Hyderabad,CYBERCRIME,55,F,Blunt Object,No
Mumbai,KIDNAPPING,63,F,None,No
Mumbai,BURGLARY,70,M,Poison,No
Pune,FIREARM OFFENSE,28,F,Firearm,Yes
Kalyan,EXTORTION,56,F,Other,Yes
Mumbai,ILLEGAL POSSESSION,73,F,Other,Yes
Bangalore,ILLEGAL POSSESSION,38,F,Knife,Yes
Chennai,COUNTERFEITING,29,M,Knife,No
Pune,ASSAULT,16,M,Knife,Yes
Ghaziabad,KIDNAPPING,19,F,Explosives,Yes
Nashik,PUBLIC INTOXICATION,72,M,Poison,Yes
Jaipur,TRAFFIC VIOLATION,48,F,Firearm,No
Bangalore,ASSAULT,26,F,Explosives,No
Mumbai,ASSAULT,78,M,Poison,No
Meerut,VEHICLE - STOLEN,74,F,Poison,Yes
Bangalore,HOMICIDE,13,F,Explosives,No
Pune,HOMICIDE,29,M,Explosives,Yes
Delhi,HOMICIDE,36,F,Firearm,Yes
Pune,BURGLARY,52,M,Other,No
Delhi,SEXUAL ASSAULT,17,F,Explosives,Yes
Pune,IDENTITY THEFT,39,M,Poison,Yes
Pune,ARSON,44,M,Other,Yes
Delhi,BURGLARY,24,M,Other,Yes
Kolkata,ASSAULT,61,M,Blunt Object,No
Patna,FRAUD,11,F,Poison,No
Lucknow,ARSON,54,M,Other,No
Delhi,TRAFFIC VIOLATION,21,F,None,Yes
Bangalore,CYBERCRIME,27,F,None,No
Kolkata,VEHICLE - STOLEN,56,M,Knife,Yes
Ghaziabad,COUNTERFEITING,63,F,Knife,No
Rajkot,BURGLARY,67,M,Firearm,Yes
Kolkata,KIDNAPPING,63,F,Knife,No
Kanpur,HOMICIDE,42,F,Other,No
Mumbai,TRAFFIC VIOLATION,61,F,Explosives,Yes
Kolkata,IDENTITY THEFT,74,F,Knife,Yes
Ghaziabad,HOMICIDE,14,F,Explosives,Yes
Delhi,FRAUD,70,F,Blunt Object,No
Jaipur,DOMESTIC VIOLENCE,10,F,Knife,Yes
Bhopal,ASSAULT,45,F,Other,Yes
Lucknow,IDENTITY THEFT,22,F,None,Yes
Lucknow,VEHICLE - STOLEN,50,F,Firearm,Yes
Chennai,DRUG OFFENSE,12,F,Poison,No
Rajkot,PUBLIC INTOXICATION,15,M,Knife,No
Delhi,SEXUAL ASSAULT,38,F,Poison,No
Delhi,CYBERCRIME,32,F,Poison,Yes
Bhopal,HOMICIDE,21,M,Poison,No
Pune,DRUG OFFENSE,21,M,Poison,Yes
Delhi,IDENTITY THEFT,26,M,Knife,No
Bangalore,EXTORTION,50,F,Blunt Object,No
Bangalore,KIDNAPPING,16,M,Knife,Yes
Hyderabad,DRUG OFFENSE,13,F,Explosives,Yes
Agra,VANDALISM,39,F,Explosives,No
Visakhapatnam,HOMICIDE,27,M,Blunt Object,No
Varanasi,EXTORTION,56,F,Firearm,No
Patna,VANDALISM,19,F,Poison,No
Delhi,BURGLARY,70,F,Blunt Object,Yes
Hyderabad,VEHICLE - STOLEN,15,F,Knife,No
Bhopal,ROBBERY,11,M,Other,No
Hyderabad,IDENTITY THEFT,60,M,Blunt Object,Yes
Visakhapatnam,SHOPLIFTING,46,F,None,No
Jaipur,TRAFFIC VIOLATION,25,F,Explosives,No
Ghaziabad,CYBERCRIME,54,F,Knife,No
Chennai,TRAFFIC VIOLATION,76,M,Other,Yes
Visakhapatnam,IDENTITY THEFT,76,M,None,No
Chennai,ARSON,70,M,Blunt Object,No
Agra,CYBERCRIME,72,F,Knife,No
Kolkata,DRUG OFFENSE,63,F,Other,Yes
Delhi,VANDALISM,50,F,Knife,No
Mumbai,ARSON,72,F,Blunt Object,Yes
Delhi,SHOPLIFTING,26,F,Firearm,Yes
Patna,ARSON,49,M,None,No
Delhi,VEHICLE - STOLEN,67,F,None,Yes
Rajkot,FIREARM OFFENSE,13,F,Poison,Yes
Chennai,DOMESTIC VIOLENCE,10,M,Explosives,No
Ghaziabad,COUNTERFEITING,49,M,Poison,No
Mumbai,HOMICIDE,67,F,None,No
Surat,TRAFFIC VIOLATION,40,F,Knife,Yes
Bangalore,ILLEGAL POSSESSION,11,F,Knife,Yes
Meerut,COUNTERFEITING,72,F,Other,No
Kalyan,PUBLIC INTOXICATION,34,F,Firearm,No
Kalyan,CYBERCRIME,22,F,Knife,Yes
Agra,CYBERCRIME,20,F,Firearm,No
Bangalore,IDENTITY THEFT,45,F,Poison,Yes
Delhi,DRUG OFFENSE,39,F,Other,Yes
Ahmedabad,TRAFFIC VIOLATION,73,F,Other,No
Lucknow,SEXUAL ASSAULT,40,M,None,No
Ludhiana,ARSON,32,F,Blunt Object,Yes
Indore,ARSON,73,F,Knife,No
Kolkata,SEXUAL ASSAULT,29,M,Blunt Object,Yes
Delhi,CYBERCRIME,75,F,Blunt Object,Yes
Delhi,FIREARM OFFENSE,47,F,None,No
Chennai,IDENTITY THEFT,20,M,Poison,Yes
Meerut,PUBLIC INTOXICATION,11,F,Knife,Yes
Pune,COUNTERFEITING,74,M,Firearm,Yes
Hyderabad,SEXUAL ASSAULT,65,M,Explosives,Yes
Bangalore,PUBLIC INTOXICATION,24,F,Firearm,No
Jaipur,EXTORTION,28,F,Blunt Object,No
Surat,ASSAULT,64,F,None,No
Delhi,ASSAULT,76,F,Knife,Yes
Thane,FIREARM OFFENSE,56,M,Firearm,Yes
Kalyan,BURGLARY,63,F,Knife,Yes
Chennai,ROBBERY,18,M,Blunt Object,Yes
Chennai,DOMESTIC VIOLENCE,22,F,Knife,No
Kanpur,BURGLARY,23,F,Poison,Yes
Ahmedabad,ILLEGAL POSSESSION,65,M,None,No
Bangalore,HOMICIDE,11,F,Knife,No
Faridabad,ROBBERY,74,F,Blunt Object,No
Chennai,CYBERCRIME,72,F,Firearm,No
Patna,COUNTERFEITING,54,F,Explosives,No
Srinagar,SHOPLIFTING,66,M,Other,Yes
Visakhapatnam,ILLEGAL POSSESSION,18,M,Poison,No
Patna,SHOPLIFTING,14,M,Firearm,Yes
Kolkata,FRAUD,52,F,Explosives,Yes
Hyderabad,HOMICIDE,51,F,Blunt Object,Yes
Thane,ARSON,41,F,Other,Yes
Jaipur,SHOPLIFTING,12,M,Knife,No
Ludhiana,COUNTERFEITING,35,M,Blunt Object,No
Hyderabad,IDENTITY THEFT,18,M,Explosives,Yes
Hyderabad,FRAUD,53,M,Explosives,Yes
Kolkata,ILLEGAL POSSESSION,60,F,Knife,Yes
Nagpur,IDENTITY THEFT,24,F,Firearm,Yes
Jaipur,ARSON,75,F,Firearm,No
Ludhiana,KIDNAPPING,29,M,None,No
Kolkata,EXTORTION,13,F,None,No
Hyderabad,VEHICLE - STOLEN,36,F,Blunt Object,No
Indore,KIDNAPPING,21,F,Blunt Object,Yes
Bangalore,EXTORTION,71,F,None,No
Bangalore,ILLEGAL POSSESSION,78,F,Other,Yes
Ahmedabad,TRAFFIC VIOLATION,32,F,Firearm,No
Kolkata,ROBBERY,46,M,Knife,No
Delhi,KIDNAPPING,40,F,None,Yes
Indore,VEHICLE - STOLEN,76,M,Explosives,Yes
Agra,DOMESTIC VIOLENCE,38,F,Firearm,No
Faridabad,DRUG OFFENSE,49,M,Other,No
Bangalore,VANDALISM,72,F,Other,Yes
Kalyan,TRAFFIC VIOLATION,12,F,Explosives,No
Lucknow,KIDNAPPING,15,M,Other,Yes
Kolkata,EXTORTION,62,F,None,Yes
Hyderabad,DOMESTIC VIOLENCE,27,F,Knife,Yes
Nashik,PUBLIC INTOXICATION,43,F,Other,No
Surat,HOMICIDE,58,F,None,Yes
Srinagar,KIDNAPPING,61,M,None,No
Mumbai,ILLEGAL POSSESSION,10,F,Other,No
Lucknow,CYBERCRIME,64,M,None,No
Chennai,ARSON,76,M,Knife,Yes
Delhi,EXTORTION,74,F,Blunt Object,No
Thane,HOMICIDE,57,F,Blunt Object,No
Faridabad,VEHICLE - STOLEN,65,F,Poison,No
Kolkata,VEHICLE - STOLEN,44,F,Other,Yes
Indore,SHOPLIFTING,29,F,None,No
Bangalore,ROBBERY,20,F,Explosives,Yes
Delhi,COUNTERFEITING,48,M,Firearm,No
Agra,VANDALISM,17,F,Poison,Yes
Kolkata,DOMESTIC VIOLENCE,11,M,Blunt Object,No
Kolkata,HOMICIDE,38,F,Blunt Object,Yes
Hyderabad,PUBLIC INTOXICATION,42,F,Knife,Yes
Vasai,ROBBERY,23,F,Explosives,Yes
Faridabad,SHOPLIFTING,28,F,None,Yes
Meerut,IDENTITY THEFT,37,F,Poison,Yes
Chennai,EXTORTION,65,F,Blunt Object,No
Indore,VEHICLE - STOLEN,31,F,Other,Yes
Delhi,KIDNAPPING,78,F,None,No
Kanpur,ILLEGAL POSSESSION,77,M,Explosives,No
Mumbai,FIREARM OFFENSE,71,F,Poison,No
Kolkata,FRAUD,15,F,Knife,No
Mumbai,HOMICIDE,67,F,Knife,Yes
Patna,COUNTERFEITING,39,F,Firearm,Yes
Delhi,DOMESTIC VIOLENCE,16,F,Firearm,No
Jaipur,DOMESTIC VIOLENCE,10,F,Knife,No
Kanpur,EXTORTION,29,F,Poison,Yes
Faridabad,DRUG OFFENSE,40,F,Explosives,Yes
Chennai,FIREARM OFFENSE,25,M,Blunt Object,Yes
Chennai,HOMICIDE,76,F,Blunt Object,Yes
Delhi,BURGLARY,61,F,Explosives,No
Pune,ARSON,72,F,Explosives,No
Bhopal,KIDNAPPING,13,M,Firearm,Yes
Surat,VEHICLE - STOLEN,60,F,Blunt Object,Yes
Pune,DRUG OFFENSE,19,F,Other,No
Hyderabad,IDENTITY THEFT,61,F,Explosives,Yes
Mumbai,FRAUD,77,F,Knife,Yes
Kolkata,VANDALISM,54,M,Firearm,Yes
Kalyan,COUNTERFEITING,14,M,Other,Yes
Hyderabad,ILLEGAL POSSESSION,17,F,Poison,No
Jaipur,KIDNAPPING,68,F,Explosives,Yes
Mumbai,BURGLARY,16,F,Blunt Object,Yes
Kolkata,ROBBERY,34,F,Knife,No
Chennai,IDENTITY THEFT,46,M,Poison,Yes
Delhi,ROBBERY,77,M,Knife,No
Mumbai,HOMICIDE,55,F,Knife,No
Bhopal,SHOPLIFTING,16,F,None,No
Jaipur,DOMESTIC VIOLENCE,23,F,Blunt Object,No
Ghaziabad,DRUG OFFENSE,40,F,Firearm,No
Thane,COUNTERFEITING,21,F,Poison,No
Ghaziabad,SHOPLIFTING,72,F,Blunt Object,No
Bangalore,VANDALISM,78,F,Blunt Object,No
Pune,TRAFFIC VIOLATION,32,F,Blunt Object,Yes
Delhi,VANDALISM,21,F,Poison,No
Kolkata,SEXUAL ASSAULT,43,F,None,No
Delhi,DRUG OFFENSE,53,M,Other,No
Lucknow,VANDALISM,34,F,Firearm,No
Kolkata,BURGLARY,32,F,Explosives,No
Chennai,ASSAULT,18,F,Other,Yes
Agra,KIDNAPPING,57,F,Poison,Yes
Hyderabad,VANDALISM,52,M,Other,Yes
Agra,SHOPLIFTING,49,F,Firearm,No
Surat,IDENTITY THEFT,79,F,Blunt Object,Yes
Ahmedabad,SEXUAL ASSAULT,69,F,Blunt Object,Yes
Nashik,HOMICIDE,39,F,Knife,Yes
Bangalore,FRAUD,40,F,Blunt Object,Yes
Lucknow,TRAFFIC VIOLATION,17,M,Other,No
Ahmedabad,FRAUD,74,F,Blunt Object,No
Patna,PUBLIC INTOXICATION,54,F,Poison,No
Visakhapatnam,PUBLIC INTOXICATION,51,M,None,Yes
Bangalore,SEXUAL ASSAULT,20,F,Explosives,No
Delhi,IDENTITY THEFT,79,F,None,No
Thane,VANDALISM,16,F,Poison,Yes
Delhi,SHOPLIFTING,27,F,Explosives,No
Surat,DOMESTIC VIOLENCE,59,F,Blunt Object,Yes
Patna,SEXUAL ASSAULT,45,F,None,No
Kolkata,VEHICLE - STOLEN,29,F,Explosives,Yes
Mumbai,ARSON,67,M,Firearm,Yes
Ghaziabad,TRAFFIC VIOLATION,30,M,Other,Yes
Surat,SHOPLIFTING,65,M,Poison,No
Delhi,HOMICIDE,14,F,Poison,Yes
Jaipur,VANDALISM,65,M,Poison,Yes
Surat,SHOPLIFTING,38,F,Firearm,No
Bangalore,VANDALISM,33,F,Blunt Object,No
Kolkata,VEHICLE - STOLEN,15,M,Blunt Object,Yes
Bangalore,COUNTERFEITING,59,F,Poison,No
Hyderabad,BURGLARY,32,F,Poison,No
Mumbai,HOMICIDE,78,M,Blunt Object,No
Bangalore,DRUG OFFENSE,72,M,Poison,No
Delhi,TRAFFIC VIOLATION,13,F,Explosives,Yes
Srinagar,VANDALISM,50,F,Explosives,No
Delhi,ILLEGAL POSSESSION,47,M,Knife,No
Bangalore,HOMICIDE,65,F,Poison,No
Ghaziabad,VANDALISM,20,M,None,Yes
Delhi,ILLEGAL POSSESSION,36,F,None,No
Agra,COUNTERFEITING,63,F,Knife,No
Lucknow,ROBBERY,79,M,Other,Yes
Kolkata,VANDALISM,25,M,Explosives,Yes
Agra,KIDNAPPING,48,F,Firearm,No
Ghaziabad,ILLEGAL POSSESSION,74,M,None,Yes
Chennai,SEXUAL ASSAULT,51,F,Blunt Object,No
Delhi,IDENTITY THEFT,30,M,Poison,Yes
Bangalore,CYBERCRIME,18,F,Explosives,Yes
Thane,SEXUAL ASSAULT,50,F,Explosives,No
Delhi,SEXUAL ASSAULT,43,M,Knife,Yes
Mumbai,VEHICLE - STOLEN,46,F,Firearm,Yes
Ahmedabad,ARSON,24,F,Poison,No
Mumbai,SEXUAL ASSAULT,58,M,Firearm,No
Lucknow,PUBLIC INTOXICATION,63,F,Firearm,Yes
Delhi,KIDNAPPING,68,F,Other,No
Delhi,ILLEGAL POSSESSION,71,M,Other,No
Jaipur,VEHICLE - STOLEN,52,M,None,Yes
Pune,FRAUD,58,F,Firearm,Yes
Hyderabad,FRAUD,43,F,Firearm,Yes
Chennai,CYBERCRIME,27,F,None,No
Jaipur,BURGLARY,45,F,Knife,No
Surat,DRUG OFFENSE,17,M,Other,Yes
Faridabad,KIDNAPPING,49,M,Blunt Object,Yes
Thane,SHOPLIFTING,51,F,Explosives,No
Kanpur,ASSAULT,68,F,Firearm,Yes
Bangalore,DOMESTIC VIOLENCE,76,F,Firearm,Yes
Kolkata,DOMESTIC VIOLENCE,37,F,Poison,Yes
Mumbai,SHOPLIFTING,64,F,None,Yes
Mumbai,FIREARM OFFENSE,43,M,Explosives,No
Delhi,ARSON,59,F,Other,No
Bangalore,ARSON,23,F,Firearm,No
Bangalore,SHOPLIFTING,37,F,Poison,No
Ahmedabad,ROBBERY,37,F,Blunt Object,Yes
Delhi,DOMESTIC VIOLENCE,32,F,Explosives,No
Bangalore,DRUG OFFENSE,29,M,Other,No
Jaipur,KIDNAPPING,40,M,Knife,Yes
Hyderabad,VANDALISM,74,F,Blunt Object,Yes
Nashik,IDENTITY THEFT,16,F,Explosives,No
Srinagar,ARSON,18,F,Explosives,No
Lucknow,DRUG OFFENSE,22,F,Firearm,Yes
Surat,PUBLIC INTOXICATION,56,F,Poison,No
Hyderabad,PUBLIC INTOXICATION,79,F,Blunt Object,No
Jaipur,FRAUD,44,F,Firearm,Yes
Delhi,DOMESTIC VIOLENCE,34,M,Blunt Object,No
Indore,TRAFFIC VIOLATION,47,M,Poison,No
Ahmedabad,ARSON,50,M,Firearm,Yes
Delhi,HOMICIDE,47,M,Poison,No
Delhi,HOMICIDE,30,F,Other,No
Ghaziabad,PUBLIC INTOXICATION,77,M,Explosives,Yes
Kanpur,VEHICLE - STOLEN,32,M,Firearm,No
Nagpur,SEXUAL ASSAULT,78,F,Firearm,No
Hyderabad,SEXUAL ASSAULT,12,F,Knife,No
Patna,PUBLIC INTOXICATION,50,F,Blunt Object,No
Ahmedabad,IDENTITY THEFT,74,M,Explosives,No
Mumbai,BURGLARY,79,F,Other,Yes
Hyderabad,DOMESTIC VIOLENCE,34,M,None,Yes
Kanpur,KIDNAPPING,25,M,None,Yes
Kolkata,ROBBERY,72,F,Firearm,No
Delhi,HOMICIDE,13,F,Knife,No
Nashik,COUNTERFEITING,43,F,Poison,Yes
Varanasi,BURGLARY,26,F,Other,Yes
Ahmedabad,ROBBERY,15,M,Explosives,No
Mumbai,PUBLIC INTOXICATION,14,M,Explosives,Yes
Pune,SHOPLIFTING,47,F,Knife,Yes
Faridabad,SEXUAL ASSAULT,56,F,Knife,No
Ludhiana,HOMICIDE,67,F,Firearm,Yes
Delhi,EXTORTION,78,F,Poison,Yes
Jaipur,FRAUD,50,M,Knife,Yes
Thane,FIREARM OFFENSE,11,F,Knife,Yes
Bangalore,IDENTITY THEFT,24,F,Firearm,Yes
Jaipur,SEXUAL ASSAULT,22,F,Blunt Object,Yes
Hyderabad,BURGLARY,43,F,Poison,No
Patna,SEXUAL ASSAULT,15,F,Firearm,No
Meerut,ASSAULT,30,F,Explosives,No
Pune,KIDNAPPING,35,F,Blunt Object,Yes
Rajkot,FIREARM OFFENSE,18,M,Poison,No
Pune,FRAUD,25,M,None,No
Delhi,KIDNAPPING,27,F,Other,Yes
Delhi,KIDNAPPING,28,M,Explosives,No
Chennai,TRAFFIC VIOLATION,51,M,Knife,No
Delhi,DOMESTIC VIOLENCE,49,M,Knife,No
Delhi,VEHICLE - STOLEN,61,M,None,Yes
Kanpur,BURGLARY,11,M,None,No
Kalyan,PUBLIC INTOXICATION,22,M,Other,Yes
Mumbai,DRUG OFFENSE,69,F,Poison,No
Ahmedabad,DOMESTIC VIOLENCE,25,F,Knife,No
Bangalore,PUBLIC INTOXICATION,49,F,None,Yes
Pune,CYBERCRIME,69,M,Explosives,Yes
Ghaziabad,PUBLIC INTOXICATION,59,F,Explosives,Yes
Mumbai,TRAFFIC VIOLATION,12,F,None,Yes
Jaipur,SHOPLIFTING,79,F,Knife,No
Patna,SEXUAL ASSAULT,23,F,Poison,No
Delhi,TRAFFIC VIOLATION,10,F,Other,No
Kolkata,KIDNAPPING,39,F,Blunt Object,No
Mumbai,ILLEGAL POSSESSION,33,F,Explosives,No
Agra,ARSON,77,F,Other,Yes
Bangalore,TRAFFIC VIOLATION,18,M,Knife,No
Faridabad,VEHICLE - STOLEN,12,F,Knife,Yes
Hyderabad,DOMESTIC VIOLENCE,58,M,None,Yes
Kolkata,HOMICIDE,74,F,Blunt Object,Yes
Delhi,COUNTERFEITING,29,F,Explosives,Yes
Bangalore,TRAFFIC VIOLATION,42,M,Blunt Object,Yes
Delhi,SEXUAL ASSAULT,13,F,Explosives,Yes
Lucknow,DRUG OFFENSE,29,F,Explosives,No
Chennai,COUNTERFEITING,61,M,Blunt Object,Yes
Indore,FRAUD,40,F,None,No
Bangalore,CYBERCRIME,73,F,Explosives,Yes
Kanpur,ASSAULT,24,M,Knife,No
Patna,EXTORTION,31,F,Knife,Yes
Bangalore,COUNTERFEITING,76,F,Knife,Yes
Delhi,FIREARM OFFENSE,14,F,None,No
Visakhapatnam,ASSAULT,78,F,Explosives,Yes
Lucknow,EXTORTION,71,F,Other,No
Mumbai,SEXUAL ASSAULT,71,M,None,No
Mumbai,ROBBERY,19,F,Blunt Object,Yes
Delhi,COUNTERFEITING,15,M,Knife,No
Jaipur,ASSAULT,12,F,Blunt Object,No
Rajkot,FRAUD,46,M,Explosives,Yes
Delhi,ROBBERY,54,M,Poison,No
Kolkata,IDENTITY THEFT,35,F,Explosives,Yes
Surat,KIDNAPPING,23,F,None,Yes
Mumbai,VEHICLE - STOLEN,29,F,Poison,Yes
Mumbai,PUBLIC INTOXICATION,70,M,None,No
Bangalore,DOMESTIC VIOLENCE,55,M,Other,Yes
Jaipur,IDENTITY THEFT,41,F,Poison,No
Ahmedabad,FRAUD,26,F,Firearm,No
Lucknow,FIREARM OFFENSE,49,F,None,No
Srinagar,BURGLARY,39,F,Knife,No
Pune,ASSAULT,19,M,Explosives,Yes
Bangalore,KIDNAPPING,76,F,Explosives,Yes
Delhi,COUNTERFEITING,45,M,Explosives,No
Chennai,ILLEGAL POSSESSION,32,M,Other,Yes
Nashik,HOMICIDE,30,M,Blunt Object,Yes
Chennai,PUBLIC INTOXICATION,49,M,Poison,Yes
Delhi,PUBLIC INTOXICATION,44,F,Other,No
Delhi,EXTORTION,35,M,Blunt Object,No
Bangalore,COUNTERFEITING,43,F,Knife,No
Delhi,ILLEGAL POSSESSION,48,F,Firearm,No
Mumbai,DRUG OFFENSE,13,F,Knife,Yes
Mumbai,DOMESTIC VIOLENCE,46,M,Poison,Yes
Pune,DOMESTIC VIOLENCE,26,F,Knife,Yes
Jaipur,HOMICIDE,16,F,Firearm,Yes
Kanpur,IDENTITY THEFT,18,F,None,Yes
Indore,SEXUAL ASSAULT,41,M,Blunt Object,No
Jaipur,BURGLARY,19,F,Knife,No
Nagpur,ASSAULT,37,F,Blunt Object,No
Delhi,ROBBERY,34,F,None,Yes
Surat,PUBLIC INTOXICATION,71,M,Other,Yes
Pune,SHOPLIFTING,64,M,Poison,No
Indore,ASSAULT,58,M,Explosives,No
Mumbai,FIREARM OFFENSE,32,F,Blunt Object,No
Bangalore,EXTORTION,41,M,Firearm,No
Kalyan,TRAFFIC VIOLATION,10,M,Other,Yes
Srinagar,BURGLARY,70,M,None,Yes
Rajkot,FIREARM OFFENSE,22,F,Poison,No
Nagpur,DOMESTIC VIOLENCE,68,F,Firearm,No
